PO Number,Order Date,Requested Delivery Date,Customer Name,Vendor Name,Sold To ID,Sales Org,Order Type,SO Rule,Ship To ID,Ship To Name,Customer Number,Material Description,Quantity,Unit,Delivery Date,Internal Material Code,Extracted Material Code,Source File
1263152,10/09/2024,14/11/2024,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,"NYLON COMPOUND (NATURAL) - Supplier material ref. F136-DH, 1000kg Octobin marked with your Matl ref & batch no, Max weight 1000 kg, Pallet size 1200mm x 1000mm, Maximum overall height 1150mm",22000.00,KG,12/12/2024,0000008756,RNY01NAT,Sold-to 4020028890 - Material 8756+8756+8756.pdf
1245919,11/06/2024,12/08/2024,ABB Cable Management Products Ltd,Envalior B.V.,4020028890,2500,TA,X,4020028890,ABB Cable Management Products Ltd,4020028890,NYLON COMPOUND (NATURAL) - Supplier material ref. F136-DH. 1000kg Octobin marked with your Matl ref & batch no. Max weight 1000 kg. Pallet size 1200mm x 1000mm. Maximum overall height 1150mm.,22000.00,KG,12/08/2024,0000008756,RNY01NAT,Sold-to 4020028890 - Material 8756.pdf
66090712 OP,03/10/2024,28/11/2024,Parker Hannifin EMEA Sàrl,Envalior B.V.,4020030130,2500,TA,X,4020031828,Parker Hannifin Manufacturing,4020030130,ARNITEL EM 630 H according to PFDE-ES31,1200,KG,28/11/2024,0000017263,ARNITEL EM 630 H,Sold-to 4020030130 - Material 17263.pdf
RA99966,30/09/2024,09/01/2025,Parker Hannifin EMEA Sàrl,Envalior B.V.,4020030130,2500,TA,X,4020031828,Parker Hannifin Manufacturing,4020030130,ARNITEL EM 630 according to PFDE-ES31,1250,KG,09/01/2025,0000040670,ARNITEL EM 630,Sold-to 4020030130 - Material 40670.pdf
66090745 OP,07/10/2024,02/12/2024,Parker Hannifin EMEA Sàrl,Envalior B.V.,4020030130,2500,TA,X,4020031828,Parker Hannifin Manufacturing,4020030130,ARNITEL PM581/X NATURAL according to PFDE-ES31,1250,KG,02/12/2024,0000000812,AAPP0110,Sold-to 4020030130 - Material 812.pdf
66090745 OP,07/10/2024,02/12/2024,Parker Hannifin EMEA Sàrl,Envalior B.V.,4020030130,2500,TA,X,4020031828,Parker Hannifin Manufacturing,4020030130,ARNITEL PM581/X NATURAL according to PFDE-ES31,1250,KG,02/12/2024,0000000812,AAPP0110,Sold-to 4020030130 - Material 812.pdf
66090745 OP,07/10/2024,02/12/2024,Parker Hannifin EMEA Sàrl,Envalior B.V.,4020030130,2500,TA,X,4020031828,Parker Hannifin Manufacturing,4020030130,ARNITEL PM581/X NATURAL according to PFDE-ES31,1250,KG,02/12/2024,0000000812,AAPP0110,Sold-to 4020030130 - Material 812.pdf
37666,24/10/2022,25/01/2021,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,"Akulon K224-G6 natur (PA6), 30% GF NA99001/71104",4125,KG,25/01/2021,0000019277,5208,Sold-to 4020032023 - Material 19277.pdf
37668,24/10/2022,24/11/2026,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,"Akulon K224-TG9 natur (PA6), 45% GF NA99001/71104",4125,KG,24/11/2026,0000019417,5427,Sold-to 4020032023 - Material 19417.pdf
37667,24/10/2022,25/01/2014,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,Akulon K-FG0-FC Ultraflow nat (PA6),5440,KG,25/01/2014,0000019497,NA99001/71104,Sold-to 4020032023 - Material 19497.pdf
37669,24/10/2022,25/01/2028,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,Akulon F232-D natur (PA6),4125,KG,25/01/2028,0000020413,5245,Sold-to 4020032023 - Material 20413.pdf
37534,24/10/2007,25/01/2028,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,"Akulon K224-G3 natur (PA6), 15% GF",3300,KG,25/01/2028,0000028645,5143,Sold-to 4020032023 - Material 28645.pdf
37774,24/11/2005,25/02/2025,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,"Akulon K224-PG3 natur (PA6), 15% GF NA99001/71109",6600,KG,25/02/2025,0000029476,5343,Sold-to 4020032023 - Material 29476.pdf
37539,24/10/2007,25/03/2018,STEBRO PLAST AB,Envalior B.V.,4020032023,2500,TA,X,4020032023,STEBRO PLAST AB,4020032023,Akulon K-MB UF IM 99.99.99 / D Neukleringsmedel K-MB UF IM,700.00,KG,25/03/2018,0000008947,5641,Sold-to 4020032023 - Material 8947.pdf
4674421,26/11/2025,11/12/2025,,Envalior B.V.,,,,X,,,0088104000,PA-AKULON F132-E1 OCTABIN DSM,22000,KG,11/12/2025,,8305516,"SÜDPACK-Bestellung4674421,vom26.11.2025_20260212081032.720_X.pdf"
4674421,26/11/2025,11/12/2025,,Envalior B.V.,,,,X,,,0088104000,PA-AKULON F132-E1 OCTABIN DSM,22000,KG,15/12/2025,,8305516,"SÜDPACK-Bestellung4674421,vom26.11.2025_20260212081032.720_X.pdf"
4500289843,23/09/2025,22/10/2025,Wipak Walsrode GmbH,Envalior B.V.,4020036739,2500,KB,X,4020036739,Wipak Walsrode GmbH,4020036739,"Akulon XS36-C1, Octabin, CONSIGNMENT MATERIAL, Delivery according to delivery specification dated 2024-04-24",22000.000,KG,22/10/2025,0000038779,510000302,Wipak Walsrode (Sold-to 4020036739 - Material 38779) - ORDER TYPE KB.PDF
